,gps_height,longitude,latitude,wpt_name,basin,region,district_code,population,public_meeting,scheme_management,permit,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,target,age
41422,988,38.62937681,-5.02323077,Kwamanemuo,Pangani,Tanga,3,100,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,11
41423,828,29.74243148,-4.90071655,Kisima Cha Kanisani,Lake Tanganyika,Kigoma,3,225,True,WUG,True,afridev,vwc,monthly,soft,enough,machine dbh,hand pump,2,28
41425,1487,34.80026833,-4.76120765,Kwa Shabani Abdalah,Internal,Singida,4,153,False,WUG,True,afridev,wug,never pay,soft,seasonal,shallow well,hand pump,0,15
41426,1614,34.99417011,-8.95072064,Kwa Alex Mgihilwa,Rufiji,Iringa,4,80,True,VWC,False,other - rope pump,vwc,on failure,soft,enough,hand dtw,hand pump,0,10
41429,1443,34.05807185,-1.91832214,Kwa Paulo,Lake Victoria,Mara,4,250,True,WUG,False,swn 80,wug,on failure,salty abandoned,insufficient,shallow well,hand pump,2,24
41430,1766,34.58518694,-9.78213607,none,Lake Nyasa,Iringa,5,30,True,VWC,False,gravity,vwc,monthly,soft,dry,spring,communal standpipe,2,19
41433,1173,37.17763719,-3.26398556,Area 17 Namba 38,Pangani,Kilimanjaro,5,150,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
41434,709,36.04787473,-10.98765576,Kwa Mohamedi Ally,Ruvuma / Southern Coast,Ruvuma,5,420,True,WUG,True,nira/tanira,wug,annually,soft,insufficient,shallow well,hand pump,2,21
41435,1085,34.22608228,-4.22240337,Ofisini,Internal,Singida,1,145,True,WUA,True,mono,wua,never pay,soft,enough,machine dbh,communal standpipe multiple,2,8
41437,1332,37.68563478,-3.70081743,Mareti Shuleni,Pangani,Kilimanjaro,2,178,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,8
41441,1722,35.00431203,-9.4780772,none,Rufiji,Iringa,4,36,True,VWC,False,submersible,vwc,never pay,soft,insufficient,spring,communal standpipe,2,14
41444,1505,35.6357206,-3.35595964,Kwa Tarmo,Internal,Arusha,30,200,True,VWC,True,gravity,vwc,per bucket,soft,enough,river,communal standpipe,0,18
41447,559,37.60252301,-6.75388126,Kwa Zarau,Wami / Ruvu,Morogoro,5,90,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2,39
41451,1558,34.99044811,-8.8795237,Hostel,Rufiji,Iringa,4,50,True,Water Board,False,gravity,water board,on failure,soft,enough,spring,communal standpipe,0,12
41454,1145,31.08136328,-6.41074321,Kwa Fyati,Lake Rukwa,Rukwa,1,90,True,VWC,True,india mark ii,vwc,annually,soft,seasonal,machine dbh,hand pump,1,30
41455,1925,34.69307805,-9.19976611,Kwa Adela Mlowe,Rufiji,Iringa,4,50,True,WUA,True,gravity,wua,monthly,soft,enough,spring,communal standpipe,0,11
41457,319,37.04553928,-7.55598137,Kwa Ngeja,Rufiji,Morogoro,1,150,True,VWC,True,india mark ii,vwc,monthly,soft,enough,shallow well,hand pump,0,11
41462,1520,36.69086569,-3.33379534,Kwa Mseyeki,Pangani,Arusha,2,300,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe multiple,0,25
41466,297,35.89415414,-8.93493945,Kwalikoko,Rufiji,Morogoro,3,250,True,VWC,True,swn 80,vwc,never pay,soft,insufficient,shallow well,hand pump,2,15
41469,960,37.314625,-3.31977784,Bima,Pangani,Kilimanjaro,6,150,True,Water authority,True,submersible,water authority,per bucket,soft,insufficient,machine dbh,communal standpipe,0,8
41470,1654,35.19120719,-4.60335994,Gringisi,Internal,Manyara,2,264,False,VWC,True,submersible,vwc,per bucket,salty,dry,rainwater harvesting,communal standpipe,2,13
41473,469,34.64106431,-11.0852623,Kondoe Chini,Lake Nyasa,Ruvuma,3,90,True,VWC,True,gravity,vwc,monthly,soft,dry,spring,communal standpipe,2,28
41476,88,39.16989174,-6.73857793,Chembe,Wami / Ruvu,Dar es Salaam,1,3241,True,VWC,False,submersible,vwc,per bucket,soft,dry,river,communal standpipe,2,50
41477,1334,36.86671085,-6.2036441,Malawi,Wami / Ruvu,Morogoro,1,189,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,1,14
41479,335,38.66130126,-7.32513457,none,Wami / Ruvu,Pwani,33,1500,True,VWC,False,india mark iii,vwc,per bucket,soft,insufficient,machine dbh,hand pump,2,20
41480,117,38.86557093,-6.83033127,Khadija Athuman,Wami / Ruvu,Pwani,2,20,True,Parastatal,True,mono,private operator,monthly,soft,insufficient,river,communal standpipe,2,10
41482,943,36.32804683,-10.58491819,Kwa Mgaya,Ruvuma / Southern Coast,Ruvuma,5,250,False,WUG,False,other - swn 81,wug,never pay,soft,enough,shallow well,hand pump,2,20
41483,36,39.33196342,-6.95611129,Masjid,Wami / Ruvu,Pwani,43,1000,True,WUG,False,submersible,wug,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,12
41484,911,36.0473653,-10.58557303,Kwa Nihule Gryson,Ruvuma / Southern Coast,Ruvuma,5,240,True,WUG,False,swn 80,wug,annually,soft,insufficient,shallow well,hand pump,0,25
41488,462,37.7442155,-6.77492169,Mashimo Ya Tofali,Wami / Ruvu,Morogoro,5,250,True,VWC,True,swn 80,vwc,never pay,salty,insufficient,shallow well,hand pump,2,10
41491,709,37.43824853,-3.49150126,Kwa Mashauri,Pangani,Kilimanjaro,4,60,True,Water Board,True,submersible,water board,per bucket,soft,enough,machine dbh,communal standpipe,0,12
41492,126,37.86066074,-7.21106705,Kwa Mzee Zuwewe,Wami / Ruvu,Morogoro,2,300,True,VWC,True,submersible,vwc,monthly,soft,insufficient,machine dbh,communal standpipe,2,12
41493,606,36.43038899,-11.40002179,Kwa Mohamed Hamisi,Ruvuma / Southern Coast,Ruvuma,5,480,True,WUG,True,swn 80,wug,monthly,soft,insufficient,shallow well,hand pump,0,17
41497,736,36.76140104,-7.31265038,Kwa Eva,Rufiji,Morogoro,1,60,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,10
41501,985,35.34569539,-10.65339559,Kwa Severine,Ruvuma / Southern Coast,Ruvuma,2,1000,True,VWC,True,india mark ii,vwc,on failure,soft,dry,shallow well,hand pump,2,13
41502,2112,34.56622203,-9.34601457,Kwa Festo,Lake Nyasa,Iringa,4,40,True,VWC,False,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,16
41504,243,38.35363713,-6.37801647,Fungo,Wami / Ruvu,Pwani,1,120,True,WUA,True,ksb,wua,per bucket,soft,enough,river,communal standpipe,0,17
41505,1597,35.20158001,-9.2144476,Kwa Marcus Kinembwe,Rufiji,Iringa,4,75,True,VWC,True,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,0,21
41507,1720,34.50558427,-9.69846756,none,Lake Nyasa,Iringa,5,110,True,VWC,False,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,16
41511,1730,35.47495389,-8.0320277,none,Rufiji,Iringa,1,450,False,VWC,True,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,0,30
41513,523,36.98966876,-7.40333404,Tupendane,Rufiji,Morogoro,1,300,True,Company,True,gravity,company,never pay,soft,enough,river,communal standpipe,0,22
41515,492,37.57664536,-6.12186914,Shule Ya Msingi,Wami / Ruvu,Morogoro,6,1200,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,38
41519,1671,35.0938882,-9.56360738,none,Lake Nyasa,Iringa,4,25,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,22
41520,173,38.74622148,-7.05887208,Kurui Primary School,Wami / Ruvu,Pwani,3,500,True,VWC,False,gravity,vwc,never pay,soft,enough,machine dbh,communal standpipe,2,48
41524,1362,35.84377123,-4.27796848,none,Internal,Manyara,1,120,True,Water Board,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,1,10
41527,2108,34.62470463,-9.35864269,Ofisi Ya Kitongoji,Rufiji,Iringa,4,30,True,VWC,True,gravity,wua,monthly,soft,enough,spring,communal standpipe,0,12
41528,1355,34.68813702,-8.79192133,Kwa Ndonya,Rufiji,Iringa,4,96,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,42
41529,254,38.88275887,-10.029405699999998,Edward,Ruvuma / Southern Coast,Lindi,53,150,True,VWC,False,mono,vwc,never pay,salty,enough,machine dbh,communal standpipe multiple,2,38
41531,707,37.57566163,-3.47430839,Kanisani,Pangani,Kilimanjaro,2,1320,True,VWC,True,afridev,vwc,never pay,soft,enough,shallow well,hand pump,0,10
41532,1751,34.52073367,-9.77150954,none,Lake Nyasa,Iringa,5,160,True,VWC,False,gravity,vwc,annually,soft,seasonal,spring,communal standpipe,0,32
41536,1731,34.49519546,-9.70239152,none,Lake Nyasa,Iringa,5,175,True,VWC,False,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,16
41537,1434,35.04016684,-8.82188159,none,Rufiji,Iringa,4,80,True,VWC,False,nira/tanira,vwc,monthly,soft,enough,hand dtw,hand pump,2,10
41538,1566,37.97922002,-4.4964599000000005,Stendi,Pangani,Kilimanjaro,3,420,True,Water authority,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe multiple,2,24
41542,1282,30.06652154,-4.66469431,Kwa Xavery,Lake Tanganyika,Kigoma,2,451,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,0,35
41550,828,29.74379584,-4.90098288,Zahanati,Lake Tanganyika,Kigoma,3,145,True,Parastatal,True,gravity,parastatal,monthly,soft,enough,river,communal standpipe multiple,0,11
41553,822,31.93594538,-8.06972348,Kwa Agnes Njelu,Lake Rukwa,Rukwa,2,170,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,2,12
41554,348,38.24319469,-6.08133573,Rakshali,Wami / Ruvu,Pwani,1,50,True,WUA,True,ksb,wua,per bucket,soft,enough,river,communal standpipe,0,17
41557,1003,36.780861,-3.51358594,Kwa Almasi,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,42
41560,1015,35.7000977,-10.4979575,Shuleni,Lake Nyasa,Ruvuma,5,352,True,Parastatal,False,swn 80,parastatal,never pay,soft,insufficient,shallow well,hand pump,0,13
41564,1241,30.03076618,-4.83145664,Kwa Kivandesa,Lake Tanganyika,Kigoma,2,750,True,Water authority,True,gravity,water board,annually,soft,enough,river,communal standpipe,0,36
41571,2192,34.43607564,-9.28964877,Kipengele Shuleni,Lake Nyasa,Iringa,4,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,23
41574,1312,37.17436563,-3.23427811,Area Three Namba 10,Pangani,Kilimanjaro,5,150,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
41575,1652,34.58745414,-9.08532601,Kwa Bahati Munywele,Rufiji,Iringa,4,65,True,WUA,True,gravity,wua,on failure,soft,enough,river,communal standpipe,0,42
41580,760,30.59937415,-7.48796844,Mkinga,Lake Tanganyika,Rukwa,3,500,False,VWC,False,nira/tanira,vwc,never pay,milky,enough,shallow well,hand pump,0,25
41581,1650,37.45536533,-3.28876717,Kwa Claud Kamili Macho,Pangani,Kilimanjaro,4,80,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
41584,67,39.04648691,-7.1891644,Kwa Kanji,Wami / Ruvu,Pwani,43,70,True,VWC,False,swn 80,vwc,never pay,soft,dry,shallow well,hand pump,2,15
41586,1606,35.22325131,-9.25774633,Kwa Marcus Mdage,Rufiji,Iringa,4,25,True,VWC,True,gravity,vwc,per bucket,soft,enough,spring,communal standpipe,0,10
41587,623,36.92697164,-7.43216322,Kwa Msimula,Rufiji,Morogoro,1,250,True,VWC,True,swn 80,vwc,on failure,soft,enough,shallow well,hand pump,0,35
41588,1581,37.92719046,-4.1822205000000015,Kwa Rabieti,Pangani,Kilimanjaro,3,210,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe multiple,0,9
41590,1655,31.22215354,-7.78321776,Kwa Bwana Shamba,Lake Rukwa,Rukwa,3,300,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,37
41591,1324,30.21199759,-4.49770512,Zahanati,Lake Tanganyika,Kigoma,2,540,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,2,19
41593,1981,34.81343885,-9.5423231,none,Lake Nyasa,Iringa,4,35,True,VWC,False,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,14
41597,817,35.96321125,-10.82880134,Kwa Edimundi Rwena,Ruvuma / Southern Coast,Ruvuma,5,420,True,WUG,False,swn 80,wug,on failure,soft,insufficient,shallow well,hand pump,2,20
41598,1552,32.03970552,-8.57336567,Kwa Kayepe,Lake Rukwa,Rukwa,2,300,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,27
41600,1616,32.03126071,-8.93550344,Josho,Lake Rukwa,Rukwa,2,50,True,VWC,False,india mark ii,vwc,never pay,salty,enough,machine dbh,hand pump,0,36
41602,1300,36.79301810000001,-2.56252446,Shuleni,Internal,Arusha,6,771,True,VWC,False,gravity,vwc,on failure,soft,dry,river,communal standpipe,0,15
41605,243,36.96037791,-7.77336069,Kwamamakibani,Rufiji,Morogoro,3,200,True,VWC,True,swn 80,vwc,never pay,soft,insufficient,shallow well,hand pump,2,23
41606,85,40.16219069,-10.36182369,Ofisi Ya Kata,Ruvuma / Southern Coast,Mtwara,5,560,True,WUG,True,submersible,vwc,per bucket,soft,insufficient,machine dbh,communal standpipe,2,15
41607,272,39.53855974,-10.89690983,Kwa Ismail,Ruvuma / Southern Coast,Mtwara,4,300,True,Water Board,True,submersible,vwc,never pay,soft,dry,machine dbh,communal standpipe multiple,2,38
41608,61,38.97566572,-5.34979806,Msikitini,Pangani,Tanga,5,400,False,Water authority,False,submersible,water authority,per bucket,salty,insufficient,machine dbh,communal standpipe multiple,2,54
41610,1285,34.83277861,-5.74387627,Kwa Abrahaman,Internal,Singida,3,2500,True,Other,False,submersible,vwc,per bucket,soft,insufficient,machine dbh,communal standpipe multiple,0,18
41611,1654,36.65770538,-3.29169715,Kwa Godwin,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,29
41612,331,36.40961166,-8.67570887,Itanda,Rufiji,Morogoro,4,189,True,Water Board,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,14
41622,183,38.97320164,-8.54951458,Kwalipweche,Ruvuma / Southern Coast,Lindi,13,231,True,VWC,True,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,2,10
41625,1473,30.72354672,-3.58406199,Darajani,Lake Tanganyika,Kigoma,1,300,True,Water authority,True,gravity,water authority,per bucket,soft,enough,machine dbh,communal standpipe multiple,0,11
41626,1427,33.96317057,-1.75321523,Kwa Mzee Mag'Ombe,Lake Victoria,Mara,3,350,False,VWC,True,afridev,vwc,never pay,salty,enough,machine dbh,hand pump,0,21
41628,2077,35.42408354,-4.22612297,Sokoni,Internal,Manyara,1,210,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,22
41629,979,36.82616052,-3.49726802,Kwa Martin Malunda,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,per bucket,soft,insufficient,spring,communal standpipe,0,40
41632,22,38.85804679,-6.58877664,Kwa Ali Simba,Wami / Ruvu,Pwani,1,20,True,VWC,True,mono,vwc,never pay,soft,enough,river,communal standpipe,2,32
41633,312,36.83104291,-8.94237178,Mgudini,Rufiji,Morogoro,4,230,True,VWC,True,swn 80,vwc,monthly,soft,enough,shallow well,hand pump,0,25
41637,1560,35.80743291,-3.27656733,Kwa Barani Akweso,Internal,Arusha,30,150,True,VWC,True,gravity,vwc,per bucket,soft,seasonal,river,communal standpipe,0,11
41638,1809,34.60821337,-9.16297002,Kwa Elidia Chungu,Rufiji,Iringa,4,55,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,27
41639,1980,34.86099866,-9.52129253,none,Lake Nyasa,Iringa,4,100,True,WUA,False,gravity,wua,never pay,soft,enough,spring,communal standpipe,0,9
41643,1502,31.05280039,-7.3814967,Mkole,Lake Rukwa,Rukwa,3,250,True,VWC,False,india mark ii,vwc,annually,salty,enough,machine dbh,hand pump,0,35
41659,505,39.25600897,-10.64352194,Sokoni,Ruvuma / Southern Coast,Mtwara,33,370,True,VWC,False,submersible,vwc,per bucket,soft,enough,machine dbh,communal standpipe,2,32
41660,1546,35.80404275,-3.27664679,Kwa Arusha Bura,Internal,Arusha,30,180,True,VWC,True,gravity,vwc,per bucket,soft,seasonal,river,communal standpipe,0,11
41664,267,36.89871259,-7.83192558,Kwarufingo,Rufiji,Morogoro,3,150,True,WUA,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,10
41665,1173,32.05435433,-6.72828519,Kwa Mwanakilulu,Lake Rukwa,Rukwa,1,120,True,VWC,True,india mark ii,vwc,annually,soft,enough,machine dbh,hand pump,0,34
41667,1399,33.77434246,-6.46623077,Kwa Robert Bedi,Lake Tanganyika,Singida,3,600,True,VWC,True,mono,vwc,per bucket,salty,enough,machine dbh,communal standpipe multiple,2,12
41670,1310,29.90647104,-4.37823316,Kwa Kipenda,Lake Tanganyika,Kigoma,2,2400,True,Water authority,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,0,24
41678,314,38.68739466,-10.15066712,Idarani,Ruvuma / Southern Coast,Lindi,3,420,True,VWC,False,india mark ii,vwc,per bucket,salty,insufficient,machine dbh,hand pump,0,44
41680,1693,34.48226154,-9.72095262,none,Lake Nyasa,Iringa,5,35,True,VWC,False,gravity,vwc,on failure,soft,dry,rainwater harvesting,communal standpipe,2,28
41684,725,36.7666881,-7.22019646,Kwa Hashim,Wami / Ruvu,Morogoro,1,60,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,13
41685,728,34.6569109,-10.45526801,none,Lake Nyasa,Iringa,5,30,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2,36
41701,1205,35.89460627,-4.1524244,Kwa Andason,Internal,Manyara,1,60,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,45
41702,1899,35.35319845,-4.43714478,Dulu,Internal,Manyara,2,262,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,9
41704,1110,34.25601138,-4.3359958,Lamboni,Internal,Singida,1,568,True,VWC,True,gravity,vwc,never pay,coloured,seasonal,dam,communal standpipe multiple,0,12
41707,1840,35.27169615,-3.21620263,Polisi,Internal,Arusha,5,135,True,VWC,True,mono,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,2,15
41710,447,34.60680091,-10.51565692,none,Lake Nyasa,Iringa,5,150,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,spring,hand pump,0,23
41711,1161,33.52553933,-2.15944054,Kwa Chigwenywe,Lake Victoria,Mara,4,250,True,VWC,True,gravity,vwc,per bucket,soft,enough,lake,communal standpipe multiple,2,42
41716,614,37.90624586,-4.51366324,Kwa Nashoni,Pangani,Kilimanjaro,3,50,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,0,18
41719,1042,35.29898732,-3.52644973,Giandae,Internal,Arusha,30,100,True,VWC,True,gravity,vwc,per bucket,soft,seasonal,river,communal standpipe,0,22
41725,1382,37.25372286,-3.22149578,Kwa Linda M Shoo,Pangani,Kilimanjaro,5,30,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,14
41726,401,38.36527034,-10.98739699,Kwa Isenga,Ruvuma / Southern Coast,Mtwara,63,89,True,VWC,True,india mark ii,vwc,per bucket,salty,dry,machine dbh,hand pump,2,34
41729,745,36.73576547,-7.34593132,Msikitini,Rufiji,Morogoro,1,150,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,10
41730,1339,37.20513869,-4.45670286,Msikitini,Pangani,Manyara,4,200,True,Water authority,True,submersible,water authority,per bucket,soft,enough,machine dbh,communal standpipe,0,8
41731,244,38.88654109,-10.0263024,Kanisani/Kiliani,Ruvuma / Southern Coast,Lindi,53,130,True,VWC,False,mono,vwc,never pay,salty,enough,machine dbh,communal standpipe multiple,2,38
41743,1416,30.07679312,-4.32193779,Kwa Galisiano,Lake Tanganyika,Kigoma,2,540,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe multiple,1,14
41745,1819,31.4200155,-7.77248737,Kwa Malezi,Lake Rukwa,Rukwa,3,500,True,VWC,False,swn 80,vwc,annually,salty,enough,machine dbh,hand pump,0,17
41748,396,38.33968486,-5.50369838,Kwa Chilo,Pangani,Tanga,6,250,True,VWC,False,submersible,vwc,per bucket,soft,insufficient,river,communal standpipe multiple,2,11
41749,1193,34.03909325,-1.10830091,Kwa Raphael,Lake Victoria,Mara,6,550,True,VWC,False,submersible,vwc,per bucket,soft,enough,lake,communal standpipe,0,48
41750,70,39.13990249,-6.68838769,Mbendane,Wami / Ruvu,Dar es Salaam,1,296,True,VWC,False,submersible,vwc,per bucket,soft,enough,river,communal standpipe,0,10
41752,1013,35.52674748,-10.6615697,Kwa Mapunda,Ruvuma / Southern Coast,Ruvuma,4,600,True,VWC,True,india mark ii,vwc,monthly,soft,dry,shallow well,hand pump,2,22
41753,138,39.08193751,-6.82296025,Ongala,Wami / Ruvu,Dar es Salaam,1,213,True,VWC,False,submersible,vwc,never pay,soft,dry,river,communal standpipe,2,30
41754,1474,36.68731312,-3.34801354,Kwa Meshaa,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe multiple,2,21
41761,1757,34.51974882,-9.7730242,none,Lake Nyasa,Iringa,5,80,True,VWC,False,gravity,vwc,annually,soft,seasonal,spring,communal standpipe,0,32
41763,1519,34.65983253,-8.98072685,Kwa Semaguhu,Rufiji,Iringa,4,95,True,WUA,True,gravity,wua,monthly,soft,dry,river,communal standpipe,2,36
41765,1313,37.16378578,-3.23586093,Area Five Namba 13,Pangani,Kilimanjaro,5,60,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
41767,1482,37.95018661,-4.19012067,Sda Church,Pangani,Kilimanjaro,3,210,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,10
41768,1590,37.3908906,-3.25199672,Kwa Ruben Kira,Pangani,Kilimanjaro,4,80,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,1,20
41769,304,36.9962437,-7.59710151,Kwa Mijinga,Rufiji,Morogoro,1,60,True,VWC,True,gravity,wug,on failure,soft,enough,river,communal standpipe,0,9
41770,800,31.75421065,-7.75962446,Kwa John Talwila,Lake Rukwa,Rukwa,2,80,True,VWC,True,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,12
41772,1422,35.86628127,-7.70714944,none,Rufiji,Iringa,7,52,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,36
41773,271,36.89843837,-7.79822153,Kwamtimaumo,Rufiji,Morogoro,3,300,True,WUA,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2,47
41774,1354,34.26173999,-2.98746052,Tegemeo,Lake Victoria,Shinyanga,1,430,True,WUG,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,0,14
41776,205,38.77586516,-5.06168187,Mkole B,Pangani,Tanga,3,150,True,VWC,False,gravity,vwc,never pay,soft,seasonal,spring,communal standpipe,2,21
41787,1582,35.22430916,-9.26891314,Kwa Samweli Ndimbusi,Rufiji,Iringa,4,20,True,VWC,True,gravity,vwc,per bucket,soft,enough,spring,communal standpipe,0,10
41788,987,37.57180835,-7.040466099999999,Ofisini,Wami / Ruvu,Morogoro,6,50,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,1,46
41790,54,39.0466359,-5.06196137,Sekondari,Pangani,Tanga,4,609,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,14
41798,1391,34.42572433,-1.79036847,Nyamboso Joshua,Lake Victoria,Mara,2,160,True,WUG,True,gravity,wug,on failure,soft,enough,spring,communal standpipe multiple,0,9
41800,1187,33.09801777,-2.09465338,Kenonzo C,Lake Victoria,Mwanza,1,300,True,VWC,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,0,20
41801,1404,37.99132781,-4.29018587,Kwa Mchungajin Nzala,Pangani,Kilimanjaro,3,20,False,VWC,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2,8
41802,1577,34.77809539,-8.84007341,Kanisani La Mitume,Rufiji,Iringa,4,57,True,WUA,True,gravity,wua,monthly,soft,dry,river,communal standpipe,2,10
41804,1064,37.27150019,-3.29067399,Kwa Anna Edward Munishi,Pangani,Kilimanjaro,4,20,True,Water Board,True,gravity,water board,per bucket,soft,enough,river,communal standpipe,0,13
41806,908,37.59031627,-3.74217237,Kwa Edwin Lengania,Pangani,Kilimanjaro,2,42,True,Water Board,True,gravity,water board,per bucket,soft,insufficient,spring,communal standpipe,0,9
41811,143,38.21521259,-6.91038103,Kwa Mkwama,Wami / Ruvu,Morogoro,2,400,True,VWC,True,swn 80,vwc,on failure,salty,dry,shallow well,hand pump,2,41
41814,406,38.29162895,-4.87917646,Fune Chini,Pangani,Tanga,2,100,True,VWC,False,gravity,vwc,monthly,soft,insufficient,river,communal standpipe multiple,0,14
41815,287,35.94869934,-8.52054662,Kwamguluka,Rufiji,Morogoro,3,500,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,0,40
41818,1620,36.65778439,-3.30724214,Kwa Asha,Pangani,Arusha,2,300,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2,40
41820,1743,31.10629641,-7.77426062,Katene,Lake Rukwa,Rukwa,3,500,False,VWC,False,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,0,14
41821,1565,35.44599335,-4.27479824,Kwa Willium,Internal,Manyara,1,240,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2,11
41822,1608,36.65814026,-3.30587238,Shule Ya Msingi,Pangani,Arusha,2,300,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,1,20
41826,1554,37.12203732,-2.84385792,Kwalengaa,Internal,Arusha,6,5000,True,VWC,True,gravity,vwc,on failure,soft,insufficient,spring,cattle trough,0,22
41827,1620,34.9073734,-8.91456229,Kwa Lenata Chongolo,Rufiji,Iringa,4,100,True,VWC,False,other - rope pump,vwc,on failure,soft,enough,hand dtw,hand pump,2,13
41828,1889,34.73563385,-9.20924363,Kwa Msigwa,Rufiji,Iringa,4,45,True,WUA,True,gravity,wua,monthly,soft,dry,spring,communal standpipe,2,11
41829,728,37.40071652,-3.42805826,Kwa Wingiaeli,Pangani,Kilimanjaro,4,160,True,Water Board,True,submersible,water board,per bucket,soft,enough,machine dbh,communal standpipe,0,12
41831,278,36.89938226,-7.84915142,Kwamabuli,Rufiji,Morogoro,3,150,True,WUA,True,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,2,25
41832,239,38.31049269,-6.56135851,Shule Ya Zamani,Wami / Ruvu,Pwani,1,56,False,WUA,True,ksb,parastatal,monthly,soft,enough,river,communal standpipe,0,17
41836,1010,29.74872083,-4.74172808,Kwa Jaluo,Lake Tanganyika,Kigoma,3,125,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe multiple,1,38
41838,1703,35.45288799,-8.05379121,none,Rufiji,Iringa,1,532,True,VWC,True,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,0,23
41841,1877,35.93355892,-8.263783199999999,none,Rufiji,Iringa,7,25,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,11
